CET,AT-day_ahead_Solar,AT-day_ahead_Wind Onshore,BE-day_ahead_Solar,BE-day_ahead_Wind Offshore,BE-day_ahead_Wind Onshore,BG-day_ahead_Solar,BG-day_ahead_Wind Onshore,CZ-day_ahead_Solar,DE_LU-day_ahead_Solar,DE_LU-day_ahead_Wind Offshore,DE_LU-day_ahead_Wind Onshore,DK_1-day_ahead_Solar,DK_1-day_ahead_Wind Offshore,DK_1-day_ahead_Wind Onshore,DK_2-day_ahead_Solar,DK_2-day_ahead_Wind Offshore,DK_2-day_ahead_Wind Onshore,EE-day_ahead_Solar,EE-day_ahead_Wind Onshore,ES-day_ahead_Solar,ES-day_ahead_Wind Onshore,FI-day_ahead_Solar,FI-day_ahead_Wind Onshore,FR-day_ahead_Solar,FR-day_ahead_Wind Onshore,GR-day_ahead_Solar,GR-day_ahead_Wind Onshore,HR-day_ahead_Solar,HR-day_ahead_Wind Onshore,HU-day_ahead_Solar,HU-day_ahead_Wind Onshore,IT_CALA-day_ahead_Solar,IT_CALA-day_ahead_Wind Onshore,IT_CNOR-day_ahead_Solar,IT_CNOR-day_ahead_Wind Onshore,IT_CSUD-day_ahead_Solar,IT_CSUD-day_ahead_Wind Onshore,IT_NORD-day_ahead_Solar,IT_NORD-day_ahead_Wind Onshore,IT_SARD-day_ahead_Solar,IT_SARD-day_ahead_Wind Onshore,IT_SICI-day_ahead_Solar,IT_SICI-day_ahead_Wind Onshore,IT_SUD-day_ahead_Solar,IT_SUD-day_ahead_Wind Onshore,LT-day_ahead_Solar,LT-day_ahead_Wind Onshore,LV-day_ahead_Wind Onshore,NL-day_ahead_Solar,NL-day_ahead_Wind Offshore,NL-day_ahead_Wind Onshore,NO_1-day_ahead_Solar,NO_1-day_ahead_Wind Offshore,NO_1-day_ahead_Wind Onshore,NO_2-day_ahead_Solar,NO_2-day_ahead_Wind Offshore,NO_2-day_ahead_Wind Onshore,NO_3-day_ahead_Solar,NO_3-day_ahead_Wind Offshore,NO_3-day_ahead_Wind Onshore,NO_4-day_ahead_Solar,NO_4-day_ahead_Wind Offshore,NO_4-day_ahead_Wind Onshore,NO_5-day_ahead_Solar,NO_5-day_ahead_Wind Offshore,NO_5-day_ahead_Wind Onshore,PL-day_ahead_Solar,PL-day_ahead_Wind Onshore,PT-day_ahead_Solar,PT-day_ahead_Wind Offshore,PT-day_ahead_Wind Onshore,RO-day_ahead_Solar,RO-day_ahead_Wind Onshore,SE_1-day_ahead_Solar,SE_1-day_ahead_Wind Onshore,SE_2-day_ahead_Solar,SE_2-day_ahead_Wind Onshore,SE_3-day_ahead_Solar,SE_3-day_ahead_Wind Onshore,SE_4-day_ahead_Solar,SE_4-day_ahead_Wind Onshore,SI-day_ahead_Solar,SK-day_ahead_Solar,SK-day_ahead_Wind Onshore
2022-10-20 02:30:00+02:00,0.0,220.0,,,,,,,0.0,4207.0,17273.0,,,,,,,,,4.0,11036.0,,,,,,,,,0.0,50.0,,,,,,,,,,,,,,,,,,0.0,1367.0,3162.0,,,,,,,,,,,,,,,,,,,,,3.0,1209.0,,,,,,,,,,,
2022-10-20 02:45:00+02:00,0.0,220.0,,,,,,,0.0,4228.0,17387.0,,,,,,,,,4.0,10969.0,,,,,,,,,0.0,46.0,,,,,,,,,,,,,,,,,,0.0,1362.0,3149.0,,,,,,,,,,,,,,,,,,,,,3.0,1209.0,,,,,,,,,,,
2022-10-20 03:00:00+02:00,0.0,220.0,0.0,1898.0,839.0,0.0,206.0,0.0,0.0,4240.0,17499.0,0.0,486.0,517.0,0.0,67.0,47.0,0.0,65.0,4.0,10878.0,0.0,1428.0,0.0,5039.0,0.0,822.0,0.0,619.0,0.0,42.0,0.0,106.0,0.0,5.0,0.0,302.0,0.0,2.0,0.0,5.0,0.0,39.0,0.0,1244.0,0.0,108.0,18.0,0.0,1357.0,3135.0,0.0,,6.0,0.0,,34.0,0.0,,505.0,0.0,,335.0,0.0,,0.0,0.0,538.0,0.0,21.0,3482.0,3.0,1256.0,0.0,1014.0,0.0,2575.0,0.0,736.0,0.0,202.0,0.0,0.0,1.0
2022-10-20 03:15:00+02:00,0.0,220.0,,,,,,,0.0,4290.0,17587.0,,,,,,,,,4.0,10839.0,,,,,,,,,0.0,39.0,,,,,,,,,,,,,,,,,,0.0,1354.0,3121.0,,,,,,,,,,,,,,,,,,,,,3.0,1257.0,,,,,,,,,,,
2022-10-20 03:30:00+02:00,0.0,220.0,,,,,,,0.0,4328.0,17677.0,,,,,,,,,4.0,10820.0,,,,,,,,,0.0,35.0,,,,,,,,,,,,,,,,,,0.0,1351.0,3107.0,,,,,,,,,,,,,,,,,,,,,3.0,1259.0,,,,,,,,,,,
2022-10-20 03:45:00+02:00,0.0,220.0,,,,,,,0.0,4358.0,17758.0,,,,,,,,,4.0,10821.0,,,,,,,,,0.0,31.0,,,,,,,,,,,,,,,,,,0.0,1349.0,3093.0,,,,,,,,,,,,,,,,,,,,,3.0,1260.0,,,,,,,,,,,
2022-10-20 04:00:00+02:00,0.0,220.0,0.0,1826.0,823.0,0.0,335.0,0.0,0.0,4390.0,17847.0,0.0,523.0,504.0,0.0,85.0,57.0,0.0,68.0,4.0,10813.0,0.0,1238.0,0.0,4816.0,0.0,934.0,0.0,609.0,0.0,28.0,0.0,124.0,0.0,7.0,0.0,299.0,0.0,3.0,0.0,7.0,0.0,38.0,0.0,1273.0,0.0,100.0,17.0,0.0,1346.0,3077.0,0.0,,5.0,0.0,,42.0,0.0,,431.0,0.0,,323.0,0.0,,0.0,0.0,536.0,0.0,22.0,3586.0,3.0,1408.0,0.0,931.0,0.0,2408.0,0.0,715.0,0.0,204.0,0.0,0.0,1.0
2022-10-20 04:15:00+02:00,0.0,216.0,,,,,,,0.0,4421.0,17967.0,,,,,,,,,4.0,10843.0,,,,,,,,,0.0,24.0,,,,,,,,,,,,,,,,,,0.0,1343.0,3064.0,,,,,,,,,,,,,,,,,,,,,3.0,1411.0,,,,,,,,,,,
2022-10-20 04:30:00+02:00,0.0,212.0,,,,,,,0.0,4452.0,18082.0,,,,,,,,,4.0,10883.0,,,,,,,,,0.0,21.0,,,,,,,,,,,,,,,,,,0.0,1340.0,3047.0,,,,,,,,,,,,,,,,,,,,,3.0,1413.0,,,,,,,,,,,
2022-10-20 04:45:00+02:00,0.0,208.0,,,,,,,0.0,4486.0,18192.0,,,,,,,,,3.0,10936.0,,,,,,,,,0.0,18.0,,,,,,,,,,,,,,,,,,0.0,1336.0,3032.0,,,,,,,,,,,,,,,,,,,,,3.0,1415.0,,,,,,,,,,,
2022-10-20 05:00:00+02:00,0.0,200.0,0.0,1681.0,805.0,0.0,360.0,0.0,0.0,4516.0,18303.0,0.0,540.0,513.0,0.0,101.0,75.0,0.0,64.0,3.0,10969.0,0.0,1021.0,0.0,4598.0,0.0,1050.0,0.0,599.0,0.0,15.0,0.0,114.0,0.0,10.0,0.0,311.0,0.0,4.0,0.0,10.0,0.0,38.0,0.0,1304.0,0.0,94.0,13.0,0.0,1332.0,3013.0,0.0,,4.0,0.0,,59.0,0.0,,347.0,0.0,,307.0,0.0,,0.0,0.0,567.0,0.0,19.0,3659.0,3.0,1584.0,0.0,829.0,0.0,2227.0,0.0,677.0,0.0,210.0,0.0,0.0,1.0
2022-10-20 05:15:00+02:00,0.0,196.0,,,,,,,0.0,4552.0,18399.0,,,,,,,,,2.0,11057.0,,,,,,,,,0.0,12.0,,,,,,,,,,,,,,,,,,0.0,1329.0,3000.0,,,,,,,,,,,,,,,,,,,,,3.0,1587.0,,,,,,,,,,,
2022-10-20 05:30:00+02:00,0.0,188.0,,,,,,,0.0,4589.0,18492.0,,,,,,,,,1.0,11165.0,,,,,,,,,0.0,9.0,,,,,,,,,,,,,,,,,,0.0,1325.0,2993.0,,,,,,,,,,,,,,,,,,,,,3.0,1590.0,,,,,,,,,,,
2022-10-20 05:45:00+02:00,0.0,180.0,,,,,,,0.0,4623.0,18589.0,,,,,,,,,1.0,11287.0,,,,,,,,,0.0,6.0,,,,,,,,,,,,,,,,,,0.0,1322.0,2987.0,,,,,,,,,,,,,,,,,,,,,3.0,1593.0,,,,,,,,,,,
2022-10-20 06:00:00+02:00,0.0,176.0,0.0,1471.0,760.0,1.0,207.0,0.0,0.0,4652.0,18987.0,0.0,591.0,506.0,0.0,120.0,97.0,0.0,63.0,0.0,11429.0,0.0,808.0,0.0,4432.0,3.0,1154.0,0.0,590.0,0.0,4.0,0.0,95.0,0.0,10.0,0.0,319.0,0.0,4.0,0.0,12.0,0.0,41.0,0.0,1332.0,0.0,93.0,13.0,0.0,1318.0,2980.0,0.0,,5.0,0.0,,79.0,0.0,,284.0,0.0,,296.0,0.0,,0.0,0.0,594.0,0.0,18.0,3715.0,5.0,1748.0,0.0,700.0,0.0,2023.0,0.0,623.0,0.0,204.0,0.0,14.0,1.0
2022-10-20 06:15:00+02:00,0.0,172.0,,,,,,,0.0,4683.0,19107.0,,,,,,,,,0.0,11552.0,,,,,,,,,0.0,3.0,,,,,,,,,,,,,,,,,,0.0,1313.0,2971.0,,,,,,,,,,,,,,,,,,,,,6.0,1750.0,,,,,,,,,,,
2022-10-20 06:30:00+02:00,0.0,164.0,,,,,,,0.0,4721.0,19223.0,,,,,,,,,0.0,11663.0,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,0.0,1307.0,2960.0,,,,,,,,,,,,,,,,,,,,,7.0,1751.0,,,,,,,,,,,
2022-10-20 06:45:00+02:00,0.0,160.0,,,,,,,0.0,4758.0,19340.0,,,,,,,,,0.0,11764.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,0.0,1301.0,2949.0,,,,,,,,,,,,,,,,,,,,,8.0,1753.0,,,,,,,,,,,
2022-10-20 07:00:00+02:00,0.0,156.0,0.0,1394.0,738.0,88.0,225.0,41.0,0.0,4790.0,19455.0,1.0,581.0,501.0,1.0,130.0,106.0,4.0,54.0,0.0,11869.0,0.0,635.0,0.0,4271.0,336.0,1233.0,2.0,578.0,21.0,1.0,4.0,94.0,1.0,10.0,7.0,311.0,0.0,5.0,0.0,12.0,16.0,36.0,52.0,1196.0,8.0,88.0,14.0,0.0,1295.0,2937.0,0.0,,5.0,0.0,,94.0,0.0,,219.0,0.0,,284.0,0.0,,0.0,237.0,590.0,0.0,18.0,3793.0,83.0,1837.0,0.0,571.0,0.0,1792.0,0.0,555.0,1.0,191.0,2.0,90.0,1.0
2022-10-20 07:15:00+02:00,0.0,152.0,,,,,,,0.0,4823.0,19570.0,,,,,,,,,0.0,11955.0,,,,,,,,,78.0,1.0,,,,,,,,,,,,,,,,,,0.0,1286.0,2927.0,,,,,,,,,,,,,,,,,,,,,92.0,1837.0,,,,,,,,,,,
2022-10-20 07:30:00+02:00,20.0,144.0,,,,,,,8.0,4793.0,19674.0,,,,,,,,,0.0,12036.0,,,,,,,,,151.0,0.0,,,,,,,,,,,,,,,,,,0.0,1276.0,2913.0,,,,,,,,,,,,,,,,,,,,,104.0,1838.0,,,,,,,,,,,
2022-10-20 07:45:00+02:00,24.0,140.0,,,,,,,218.0,4825.0,19762.0,,,,,,,,,0.0,12113.0,,,,,,,,,238.0,0.0,,,,,,,,,,,,,,,,,,0.0,1266.0,2897.0,,,,,,,,,,,,,,,,,,,,,118.0,1839.0,,,,,,,,,,,
2022-10-20 08:00:00+02:00,32.0,136.0,20.0,1328.0,749.0,283.0,333.0,291.0,778.0,4843.0,19745.0,45.0,627.0,521.0,30.0,120.0,106.0,16.0,48.0,11.0,12196.0,25.0,413.0,0.0,4115.0,1198.0,1271.0,10.0,533.0,337.0,0.0,43.0,92.0,123.0,10.0,310.0,278.0,175.0,5.0,96.0,15.0,158.0,33.0,538.0,870.0,30.0,84.0,12.0,0.0,1256.0,2882.0,0.0,,3.0,0.0,,120.0,0.0,,153.0,0.0,,272.0,0.0,,0.0,1388.0,569.0,1.0,20.0,3857.0,303.0,1913.0,0.0,436.0,0.0,1512.0,6.0,451.0,6.0,179.0,16.0,177.0,1.0
2022-10-20 08:15:00+02:00,44.0,136.0,,,,,,,1617.0,4871.0,19700.0,,,,,,,,,45.0,12263.0,,,,,,,,,452.0,0.0,,,,,,,,,,,,,,,,,,17.0,1259.0,2871.0,,,,,,,,,,,,,,,,,,,,,323.0,1915.0,,,,,,,,,,,
2022-10-20 08:30:00+02:00,60.0,132.0,,,,,,,2718.0,4897.0,19676.0,,,,,,,,,103.0,12325.0,,,,,,,,,579.0,0.0,,,,,,,,,,,,,,,,,,36.0,1273.0,2863.0,,,,,,,,,,,,,,,,,,,,,340.0,1917.0,,,,,,,,,,,
2022-10-20 08:45:00+02:00,80.0,132.0,,,,,,,4023.0,4916.0,19631.0,,,,,,,,,186.0,12379.0,,,,,,,,,707.0,0.0,,,,,,,,,,,,,,,,,,54.0,1287.0,2855.0,,,,,,,,,,,,,,,,,,,,,356.0,1918.0,,,,,,,,,,,
2022-10-20 09:00:00+02:00,100.0,128.0,124.0,1237.0,752.0,466.0,335.0,754.0,5440.0,4885.0,19586.0,208.0,731.0,693.0,106.0,119.0,131.0,29.0,52.0,478.0,12443.0,54.0,271.0,161.0,4447.0,2021.0,1306.0,20.0,456.0,831.0,1.0,87.0,101.0,386.0,7.0,902.0,225.0,792.0,6.0,273.0,16.0,323.0,22.0,1077.0,699.0,47.0,70.0,11.0,72.0,1301.0,2846.0,0.0,,3.0,0.0,,164.0,0.0,,127.0,0.0,,269.0,0.0,,0.0,2589.0,490.0,33.0,20.0,3941.0,523.0,1973.0,0.0,353.0,2.0,1210.0,38.0,372.0,38.0,169.0,37.0,241.0,1.0
2022-10-20 09:15:00+02:00,124.0,128.0,,,,,,,6911.0,4901.0,19287.0,,,,,,,,,676.0,12476.0,,,,,,,,,958.0,1.0,,,,,,,,,,,,,,,,,,314.0,1312.0,2838.0,,,,,,,,,,,,,,,,,,,,,538.0,1973.0,,,,,,,,,,,
2022-10-20 09:30:00+02:00,152.0,128.0,,,,,,,8429.0,4913.0,19001.0,,,,,,,,,895.0,12499.0,,,,,,,,,1083.0,2.0,,,,,,,,,,,,,,,,,,558.0,1321.0,2829.0,,,,,,,,,,,,,,,,,,,,,552.0,1973.0,,,,,,,,,,,
2022-10-20 09:45:00+02:00,176.0,124.0,,,,,,,9890.0,4931.0,18674.0,,,,,,,,,1127.0,12520.0,,,,,,,,,1197.0,2.0,,,,,,,,,,,,,,,,,,798.0,1329.0,2821.0,,,,,,,,,,,,,,,,,,,,,565.0,1973.0,,,,,,,,,,,
2022-10-20 10:00:00+02:00,208.0,136.0,220.0,1070.0,766.0,589.0,246.0,1102.0,11295.0,4946.0,18261.0,381.0,807.0,817.0,185.0,124.0,155.0,37.0,52.0,1506.0,12503.0,84.0,171.0,1382.0,4785.0,2548.0,1379.0,29.0,373.0,1291.0,4.0,123.0,141.0,587.0,4.0,1337.0,180.0,1506.0,4.0,459.0,10.0,461.0,3.0,1493.0,596.0,71.0,57.0,13.0,1040.0,1337.0,2817.0,0.0,,6.0,0.0,,206.0,0.0,,134.0,0.0,,268.0,0.0,,0.0,3452.0,375.0,114.0,21.0,4035.0,671.0,1955.0,0.0,301.0,5.0,884.0,80.0,280.0,84.0,158.0,71.0,275.0,1.0
2022-10-20 10:15:00+02:00,240.0,156.0,,,,,,,12659.0,4959.0,17529.0,,,,,,,,,1759.0,12556.0,,,,,,,,,1369.0,6.0,,,,,,,,,,,,,,,,,,1207.0,1344.0,2812.0,,,,,,,,,,,,,,,,,,,,,680.0,1955.0,,,,,,,,,,,
2022-10-20 10:30:00+02:00,272.0,176.0,,,,,,,13949.0,4970.0,16783.0,,,,,,,,,1995.0,12638.0,,,,,,,,,1434.0,8.0,,,,,,,,,,,,,,,,,,1370.0,1350.0,2808.0,,,,,,,,,,,,,,,,,,,,,687.0,1955.0,,,,,,,,,,,
2022-10-20 10:45:00+02:00,300.0,196.0,,,,,,,15134.0,4959.0,16151.0,,,,,,,,,2211.0,12748.0,,,,,,,,,1490.0,10.0,,,,,,,,,,,,,,,,,,1538.0,1356.0,2802.0,,,,,,,,,,,,,,,,,,,,,694.0,1954.0,,,,,,,,,,,
2022-10-20 11:00:00+02:00,328.0,224.0,341.0,996.0,825.0,655.0,189.0,1289.0,16293.0,4966.0,15590.0,504.0,861.0,909.0,244.0,137.0,183.0,43.0,45.0,2500.0,12858.0,101.0,115.0,3183.0,5122.0,2840.0,1488.0,36.0,281.0,1539.0,13.0,146.0,198.0,712.0,2.0,1567.0,149.0,1970.0,3.0,549.0,10.0,553.0,0.0,1648.0,421.0,93.0,55.0,14.0,1705.0,1362.0,2800.0,0.0,,7.0,0.0,,240.0,0.0,,126.0,0.0,,266.0,0.0,,0.0,4059.0,370.0,191.0,23.0,4154.0,738.0,1882.0,0.0,238.0,6.0,642.0,128.0,213.0,124.0,131.0,99.0,286.0,1.0
2022-10-20 11:15:00+02:00,360.0,252.0,,,,,,,17236.0,4975.0,15408.0,,,,,,,,,2669.0,13004.0,,,,,,,,,1579.0,16.0,,,,,,,,,,,,,,,,,,1533.0,1359.0,2786.0,,,,,,,,,,,,,,,,,,,,,741.0,1881.0,,,,,,,,,,,
2022-10-20 11:30:00+02:00,384.0,280.0,,,,,,,18069.0,5026.0,15258.0,,,,,,,,,2806.0,13159.0,,,,,,,,,1611.0,19.0,,,,,,,,,,,,,,,,,,1359.0,1346.0,2763.0,,,,,,,,,,,,,,,,,,,,,743.0,1879.0,,,,,,,,,,,
2022-10-20 11:45:00+02:00,404.0,308.0,,,,,,,18670.0,5029.0,15096.0,,,,,,,,,2917.0,13315.0,,,,,,,,,1633.0,22.0,,,,,,,,,,,,,,,,,,1187.0,1333.0,2738.0,,,,,,,,,,,,,,,,,,,,,745.0,1878.0,,,,,,,,,,,
2022-10-20 12:00:00+02:00,404.0,344.0,714.0,1157.0,942.0,669.0,174.0,1357.0,19103.0,5032.0,14951.0,568.0,857.0,1146.0,277.0,171.0,232.0,45.0,41.0,3036.0,13502.0,97.0,132.0,4570.0,5634.0,2892.0,1563.0,40.0,202.0,1642.0,25.0,155.0,218.0,765.0,0.0,1642.0,122.0,2225.0,2.0,562.0,17.0,590.0,2.0,1829.0,334.0,95.0,64.0,13.0,1015.0,1321.0,2714.0,0.0,,5.0,0.0,,296.0,0.0,,115.0,0.0,,266.0,0.0,,0.0,4394.0,455.0,237.0,22.0,4288.0,761.0,1820.0,0.0,182.0,8.0,533.0,153.0,187.0,142.0,144.0,117.0,278.0,1.0
2022-10-20 12:15:00+02:00,404.0,380.0,,,,,,,19371.0,5041.0,14939.0,,,,,,,,,3118.0,13635.0,,,,,,,,,1642.0,27.0,,,,,,,,,,,,,,,,,,1055.0,1311.0,2692.0,,,,,,,,,,,,,,,,,,,,,759.0,1819.0,,,,,,,,,,,
2022-10-20 12:30:00+02:00,392.0,420.0,,,,,,,19451.0,5043.0,14925.0,,,,,,,,,3196.0,13746.0,,,,,,,,,1642.0,29.0,,,,,,,,,,,,,,,,,,1100.0,1305.0,2675.0,,,,,,,,,,,,,,,,,,,,,759.0,1818.0,,,,,,,,,,,
2022-10-20 12:45:00+02:00,376.0,460.0,,,,,,,19370.0,5048.0,14912.0,,,,,,,,,3265.0,13837.0,,,,,,,,,1641.0,31.0,,,,,,,,,,,,,,,,,,1140.0,1298.0,2660.0,,,,,,,,,,,,,,,,,,,,,758.0,1818.0,,,,,,,,,,,
2022-10-20 13:00:00+02:00,356.0,504.0,1379.0,1336.0,1004.0,607.0,150.0,1349.0,19197.0,5050.0,14896.0,557.0,886.0,1334.0,279.0,212.0,269.0,40.0,38.0,3366.0,13933.0,95.0,186.0,5487.0,6149.0,2708.0,1589.0,38.0,127.0,1621.0,33.0,150.0,230.0,763.0,0.0,1650.0,102.0,2210.0,1.0,576.0,22.0,572.0,8.0,1791.0,295.0,81.0,69.0,12.0,1180.0,1292.0,2648.0,0.0,,9.0,0.0,,364.0,0.0,,87.0,0.0,,267.0,0.0,,0.0,4081.0,563.0,252.0,21.0,4328.0,686.0,1766.0,0.0,183.0,7.0,486.0,148.0,187.0,137.0,183.0,111.0,258.0,1.0
2022-10-20 13:15:00+02:00,336.0,552.0,,,,,,,18805.0,5064.0,14944.0,,,,,,,,,3399.0,13998.0,,,,,,,,,1593.0,35.0,,,,,,,,,,,,,,,,,,1194.0,1282.0,2632.0,,,,,,,,,,,,,,,,,,,,,683.0,1765.0,,,,,,,,,,,
2022-10-20 13:30:00+02:00,316.0,604.0,,,,,,,18243.0,5075.0,15011.0,,,,,,,,,3407.0,14056.0,,,,,,,,,1557.0,37.0,,,,,,,,,,,,,,,,,,1207.0,1270.0,2614.0,,,,,,,,,,,,,,,,,,,,,677.0,1765.0,,,,,,,,,,,
2022-10-20 13:45:00+02:00,296.0,652.0,,,,,,,17524.0,5083.0,15099.0,,,,,,,,,3392.0,14107.0,,,,,,,,,1511.0,38.0,,,,,,,,,,,,,,,,,,1216.0,1258.0,2600.0,,,,,,,,,,,,,,,,,,,,,670.0,1764.0,,,,,,,,,,,
2022-10-20 14:00:00+02:00,288.0,704.0,1737.0,1236.0,955.0,472.0,130.0,1241.0,16779.0,5098.0,15264.0,488.0,929.0,1477.0,248.0,227.0,303.0,28.0,35.0,3385.0,14164.0,74.0,258.0,5862.0,6664.0,2296.0,1586.0,34.0,101.0,1454.0,40.0,132.0,231.0,718.0,1.0,1586.0,88.0,1975.0,0.0,562.0,23.0,503.0,21.0,1575.0,264.0,50.0,77.0,12.0,1229.0,1246.0,2583.0,0.0,,21.0,0.0,,414.0,0.0,,70.0,0.0,,260.0,0.0,,0.0,3478.0,681.0,245.0,17.0,4312.0,571.0,1711.0,0.0,231.0,5.0,481.0,117.0,184.0,112.0,221.0,90.0,235.0,1.0
2022-10-20 14:15:00+02:00,268.0,752.0,,,,,,,15918.0,5117.0,15392.0,,,,,,,,,3338.0,14204.0,,,,,,,,,1387.0,42.0,,,,,,,,,,,,,,,,,,1229.0,1242.0,2584.0,,,,,,,,,,,,,,,,,,,,,566.0,1710.0,,,,,,,,,,,
2022-10-20 14:30:00+02:00,256.0,800.0,,,,,,,14946.0,5141.0,15471.0,,,,,,,,,3281.0,14238.0,,,,,,,,,1309.0,43.0,,,,,,,,,,,,,,,,,,1230.0,1246.0,2597.0,,,,,,,,,,,,,,,,,,,,,555.0,1710.0,,,,,,,,,,,
2022-10-20 14:45:00+02:00,248.0,852.0,,,,,,,13788.0,5055.0,15530.0,,,,,,,,,3212.0,14268.0,,,,,,,,,1223.0,45.0,,,,,,,,,,,,,,,,,,1231.0,1250.0,2612.0,,,,,,,,,,,,,,,,,,,,,546.0,1709.0,,,,,,,,,,,
2022-10-20 15:00:00+02:00,232.0,904.0,1737.0,1164.0,866.0,297.0,122.0,949.0,12647.0,5078.0,15588.0,370.0,1009.0,1576.0,186.0,248.0,327.0,15.0,27.0,3167.0,14301.0,40.0,381.0,5403.0,6519.0,1628.0,1562.0,25.0,84.0,1127.0,47.0,102.0,226.0,610.0,1.0,1383.0,77.0,1546.0,0.0,511.0,22.0,391.0,37.0,1430.0,252.0,27.0,71.0,11.0,1232.0,1254.0,2624.0,0.0,,23.0,0.0,,446.0,0.0,,66.0,0.0,,244.0,0.0,,0.0,2507.0,808.0,230.0,18.0,4267.0,414.0,1566.0,0.0,311.0,2.0,492.0,68.0,172.0,72.0,257.0,60.0,168.0,1.0
2022-10-20 15:15:00+02:00,212.0,956.0,,,,,,,11412.0,5097.0,15650.0,,,,,,,,,3068.0,14326.0,,,,,,,,,1020.0,49.0,,,,,,,,,,,,,,,,,,1178.0,1257.0,2641.0,,,,,,,,,,,,,,,,,,,,,396.0,1564.0,,,,,,,,,,,
2022-10-20 15:30:00+02:00,192.0,1012.0,,,,,,,10138.0,5122.0,15701.0,,,,,,,,,2952.0,14349.0,,,,,,,,,904.0,51.0,,,,,,,,,,,,,,,,,,1130.0,1259.0,2657.0,,,,,,,,,,,,,,,,,,,,,380.0,1562.0,,,,,,,,,,,
2022-10-20 15:45:00+02:00,172.0,1064.0,,,,,,,8835.0,5147.0,15719.0,,,,,,,,,2820.0,14362.0,,,,,,,,,785.0,53.0,,,,,,,,,,,,,,,,,,1077.0,1261.0,2671.0,,,,,,,,,,,,,,,,,,,,,367.0,1560.0,,,,,,,,,,,
2022-10-20 16:00:00+02:00,152.0,1112.0,1302.0,1103.0,765.0,105.0,135.0,510.0,7601.0,5166.0,15812.0,213.0,1084.0,1631.0,103.0,275.0,352.0,4.0,27.0,2710.0,14410.0,4.0,513.0,4405.0,6377.0,742.0,1515.0,14.0,81.0,663.0,55.0,65.0,210.0,411.0,2.0,941.0,70.0,950.0,1.0,344.0,22.0,254.0,47.0,839.0,232.0,6.0,61.0,7.0,1023.0,1262.0,2686.0,0.0,,29.0,0.0,,491.0,0.0,,51.0,0.0,,230.0,0.0,,0.0,1251.0,966.0,201.0,19.0,4185.0,177.0,1290.0,0.0,409.0,1.0,543.0,23.0,173.0,29.0,295.0,28.0,80.0,1.0
2022-10-20 16:15:00+02:00,136.0,1148.0,,,,,,,6367.0,5189.0,16135.0,,,,,,,,,2556.0,14383.0,,,,,,,,,532.0,56.0,,,,,,,,,,,,,,,,,,950.0,1265.0,2705.0,,,,,,,,,,,,,,,,,,,,,164.0,1284.0,,,,,,,,,,,
2022-10-20 16:30:00+02:00,116.0,1184.0,,,,,,,5191.0,5209.0,16464.0,,,,,,,,,2396.0,14325.0,,,,,,,,,401.0,58.0,,,,,,,,,,,,,,,,,,875.0,1269.0,2728.0,,,,,,,,,,,,,,,,,,,,,150.0,1279.0,,,,,,,,,,,
2022-10-20 16:45:00+02:00,96.0,1220.0,,,,,,,4059.0,5214.0,16859.0,,,,,,,,,2224.0,14243.0,,,,,,,,,283.0,60.0,,,,,,,,,,,,,,,,,,800.0,1273.0,2749.0,,,,,,,,,,,,,,,,,,,,,137.0,1273.0,,,,,,,,,,,
2022-10-20 17:00:00+02:00,80.0,1272.0,578.0,996.0,675.0,2.0,150.0,116.0,3017.0,5236.0,17246.0,62.0,1122.0,1718.0,27.0,292.0,386.0,0.0,37.0,2120.0,14158.0,0.0,624.0,2724.0,6238.0,116.0,1496.0,3.0,80.0,190.0,63.0,27.0,181.0,172.0,2.0,389.0,66.0,355.0,0.0,159.0,27.0,118.0,50.0,255.0,222.0,0.0,47.0,7.0,724.0,1277.0,2771.0,0.0,,26.0,0.0,,618.0,0.0,,46.0,0.0,,230.0,0.0,,0.0,194.0,1288.0,150.0,22.0,4028.0,20.0,1036.0,0.0,459.0,0.0,659.0,1.0,222.0,2.0,375.0,4.0,23.0,1.0
2022-10-20 17:15:00+02:00,64.0,1340.0,,,,,,,2045.0,5282.0,17669.0,,,,,,,,,1896.0,14048.0,,,,,,,,,117.0,67.0,,,,,,,,,,,,,,,,,,910.0,1277.0,2767.0,,,,,,,,,,,,,,,,,,,,,15.0,1033.0,,,,,,,,,,,
2022-10-20 17:30:00+02:00,52.0,1412.0,,,,,,,1245.0,5329.0,18061.0,,,,,,,,,1642.0,13935.0,,,,,,,,,59.0,71.0,,,,,,,,,,,,,,,,,,1094.0,1273.0,2735.0,,,,,,,,,,,,,,,,,,,,,13.0,1031.0,,,,,,,,,,,
2022-10-20 17:45:00+02:00,40.0,1484.0,,,,,,,638.0,5396.0,18429.0,,,,,,,,,1372.0,13823.0,,,,,,,,,17.0,75.0,,,,,,,,,,,,,,,,,,1279.0,1269.0,2701.0,,,,,,,,,,,,,,,,,,,,,12.0,1028.0,,,,,,,,,,,
